Year/Month,SMA Eggs Price,WMA Eggs Price,EMA Eggs Price,Eggs Price (1 month before),Eggs Price (2 month before),Eggs Price (3 month before),Eggs Price
2013/04,1.5374383333333335,1.5335421666666667,1.333461125,1.498694,1.59155,1.522071,1.13917
2013/05,1.4098046666666668,1.3344079999999998,1.1351630625,1.13917,1.498694,1.59155,0.936865
2013/06,1.1915763333333333,1.0979381666666665,1.04882803125,0.936865,1.13917,1.498694,0.962493
2013/07,1.0128426666666668,0.9833965,0.978477015625,0.962493,0.936865,1.13917,0.908126
2013/08,0.9358279999999999,0.9310381666666666,0.9478095078125,0.908126,0.962493,0.936865,0.917142
2013/09,0.9292536666666668,0.9216951666666665,0.9909932539062499,0.917142,0.908126,0.962493,1.034177
2013/10,0.9531483333333334,0.9741568333333334,1.0331291269531249,1.034177,0.917142,0.908126,1.075265
2013/11,1.0088613333333332,1.0352151666666665,1.0778830634765626,1.075265,1.034177,0.917142,1.122637
2013/12,1.0773596666666665,1.092103,1.1230175317382813,1.122637,1.075265,1.034177,1.168152
2014/01,1.122018,1.1374991666666667,1.1252537658691408,1.168152,1.122637,1.075265,1.12749
2014/02,1.1394263333333334,1.1402351666666668,1.1710768829345706,1.12749,1.168152,1.122637,1.2169
2014/03,1.1708473333333334,1.1789720000000001,1.2043609414672853,1.2169,1.12749,1.168152,1.237645
2014/04,1.1940116666666667,1.2123708333333336,1.1982904707336428,1.237645,1.2169,1.12749,1.19222
2014/05,1.2155883333333335,1.211475,1.1233482353668214,1.19222,1.237645,1.2169,1.048406
2014/06,1.1594236666666669,1.1278838333333334,1.0994141176834107,1.048406,1.19222,1.237645,1.07548
2014/07,1.1053686666666664,1.085912,1.0725395588417053,1.07548,1.048406,1.19222,1.045665
2014/08,1.056517,1.0560601666666667,1.0193857794208525,1.045665,1.07548,1.048406,0.966232
2014/09,1.0291256666666666,1.0109176666666666,1.044584389710426,0.966232,1.045665,1.07548,1.069783
2014/10,1.0272266666666667,1.0312463333333333,1.061274694855213,1.069783,0.966232,1.045665,1.077965
2014/11,1.0379933333333333,1.0566155000000002,1.0926408474276066,1.077965,1.069783,0.966232,1.124007
2014/12,1.090585,1.0996223333333333,1.1724879237138033,1.124007,1.077965,1.069783,1.252335
2015/01,1.1514356666666667,1.1804973333333333,1.1815599618569017,1.252335,1.124007,1.077965,1.190632
2015/02,1.1889913333333333,1.2000955,1.2100819809284509,1.190632,1.252335,1.124007,1.238604
2015/03,1.2271903333333334,1.2249018333333332,1.2849539904642255,1.238604,1.190632,1.252335,1.359826
2015/04,1.2630206666666666,1.2912196666666667,1.2069154952321126,1.359826,1.238604,1.190632,1.128877
2015/05,1.2424356666666665,1.2241478333333333,1.1076272476160565,1.128877,1.359826,1.238604,1.008339
2015/06,1.1656806666666668,1.1070995000000001,1.1916686238080283,1.008339,1.128877,1.359826,1.27571
2015/07,1.1376419999999998,1.1621141666666666,1.210292311904014,1.27571,1.008339,1.128877,1.228916
2015/08,1.1709883333333333,1.2077511666666665,1.199793155952007,1.228916,1.27571,1.008339,1.189294
2015/09,1.2313066666666668,1.216904,1.1944530779760036,1.189294,1.228916,1.27571,1.189113
2015/10,1.202441,1.1958071666666668,1.1584490389880018,1.189113,1.189294,1.228916,1.122445
2015/11,1.1669506666666667,1.1558091666666666,1.146274519494001,1.122445,1.189113,1.189294,1.1341
2015/12,1.1485526666666666,1.1393838333333333,1.1673517597470005,1.1341,1.122445,1.189113,1.188429
2016/01,1.1483246666666667,1.159322,1.1691758798735004,1.188429,1.1341,1.122445,1.171
2016/02,1.1645096666666668,1.1706596666666667,1.24840493993675,1.171,1.188429,1.1341,1.327634
2016/03,1.2290210000000001,1.2522218333333333,1.2693604699683751,1.327634,1.171,1.188429,1.290316
2016/04,1.2629833333333333,1.2828693333333334,1.1536367349841876,1.290316,1.327634,1.171,1.037913
2016/05,1.218621,1.1703341666666667,1.0607653674920938,1.037913,1.290316,1.327634,0.967894
2016/06,1.0987076666666669,1.0449706666666667,1.001154183746047,0.967894,1.037913,1.290316,0.941543
2016/07,0.98245,0.9663883333333333,0.9351045918730234,0.941543,0.967894,1.037913,0.869055
2016/08,0.926164,0.9096908333333333,0.9008972959365117,0.869055,0.941543,0.967894,0.86669
2016/09,0.8924293333333333,0.8799538333333333,0.9344271479682558,0.86669,0.869055,0.941543,0.967957
2016/10,0.901234,0.9177176666666665,0.9811960739841279,0.967957,0.86669,0.869055,1.027965
2016/11,0.9542039999999999,0.9810831666666666,1.0809830369920639,1.027965,0.967957,0.86669,1.18077
2016/12,1.0588973333333334,1.0943661666666669,1.1708995184960318,1.18077,1.027965,0.967957,1.260816
2017/01,1.156517,1.1953255,1.1644482592480159,1.260816,1.18077,1.027965,1.157997
2017/02,1.199861,1.1960655,1.147708129624008,1.157997,1.260816,1.18077,1.130968
2017/03,1.1832603333333334,1.161619,1.240159064812004,1.130968,1.157997,1.260816,1.33261
2017/04,1.2071916666666667,1.2362938333333335,1.336266032406002,1.33261,1.130968,1.157997,1.432373
2017/05,1.2986503333333335,1.3488844999999998,1.3379040162030011,1.432373,1.33261,1.130968,1.339542
2017/06,1.368175,1.3693303333333333,1.3160385081015007,1.339542,1.432373,1.33261,1.294173
2017/07,1.3553626666666665,1.3323293333333333,1.2361612540507503,1.294173,1.339542,1.432373,1.156284
2017/08,1.263333,1.23279,1.3379371270253753,1.156284,1.294173,1.339542,1.439713
2017/09,1.2967233333333334,1.32098,1.4706785635126876,1.439713,1.156284,1.294173,1.60342
2017/10,1.3998056666666667,1.4743283333333335,1.7533617817563438,1.60342,1.439713,1.156284,2.036045
2017/11,1.6930593333333335,1.7924480000000003,1.969122390878172,2.036045,1.60342,1.439713,2.184883
2017/12,1.9414493333333336,2.0383598333333333,2.074559695439086,2.184883,2.036045,1.60342,2.179997
2018/01,2.133641666666667,2.157633666666667,2.065108847719543,2.179997,2.184883,2.036045,2.055658
2018/02,2.1401793333333337,2.1186418333333337,2.0637634238597715,2.055658,2.179997,2.184883,2.062418
2018/03,2.0993576666666667,2.079761166666667,1.9913027119298858,2.062418,2.055658,2.179997,1.918842
2018/04,2.012306,1.9895033333333334,1.663304855964943,1.918842,2.062418,2.055658,1.335307
2018/05,1.772189,1.6510038333333334,1.3980299279824715,1.335307,1.918842,2.062418,1.132755
2018/06,1.4623013333333332,1.3312868333333334,1.2363284639912357,1.132755,1.335307,1.918842,1.074627
2018/07,1.1808963333333333,1.1374496666666667,1.1349592319956179,1.074627,1.132755,1.335307,1.03359
2018/08,1.080324,1.0637964999999998,1.0684071159978088,1.03359,1.074627,1.132755,1.001855
2018/09,1.0366906666666666,1.024562,1.0882050579989044,1.001855,1.03359,1.074627,1.108003
2018/10,1.047816,1.0602181666666668,1.1463055289994522,1.108003,1.001855,1.03359,1.204406
2018/11,1.1047546666666668,1.1385131666666668,1.227364264499726,1.204406,1.108003,1.001855,1.308423
2018/12,1.206944,1.2403473333333332,1.314809632249863,1.308423,1.204406,1.108003,1.402255
2019/01,1.305028,1.3380028333333334,1.3066288161249315,1.402255,1.308423,1.204406,1.298448
2019/02,1.3363753333333335,1.3347128333333333,1.297976908062466,1.298448,1.402255,1.308423,1.289325
2019/03,1.3300093333333332,1.3111876666666669,1.310320954031233,1.289325,1.298448,1.402255,1.322665
2019/04,1.3034793333333334,1.3075155,1.2960169770156167,1.322665,1.289325,1.298448,1.281713
2019/05,1.2979010000000002,1.2966323333333334,1.2277344885078083,1.281713,1.322665,1.289325,1.159452
2019/06,1.25461,1.2274078333333334,1.187870744253904,1.159452,1.281713,1.322665,1.148007
2019/07,1.1963906666666666,1.1741063333333333,1.132657872126952,1.148007,1.159452,1.281713,1.077445
2019/08,1.1283013333333332,1.1146335,1.1182194360634758,1.077445,1.148007,1.159452,1.103781
2019/09,1.1097443333333332,1.1023733333333332,1.136168218031738,1.103781,1.077445,1.148007,1.154117
2019/10,1.111781,1.1245596666666666,1.186279109015869,1.154117,1.103781,1.077445,1.23639
2019/11,1.1647626666666666,1.1868641666666668,1.2722560545079347,1.23639,1.154117,1.103781,1.358233
2019/12,1.2495800000000001,1.2835993333333333,1.3229795272539673,1.358233,1.23639,1.154117,1.373703
2020/01,1.3227753333333334,1.3456608333333333,1.2897302636269836,1.373703,1.358233,1.23639,1.256481
2020/02,1.3294723333333334,1.3125136666666666,1.286491131813492,1.256481,1.373703,1.358233,1.283252
2020/03,1.3044786666666666,1.2894035,1.359784065906746,1.283252,1.256481,1.373703,1.433077
2020/04,1.32427,1.3537026666666667,1.345542032953373,1.433077,1.283252,1.256481,1.3313
2020/05,1.3492096666666666,1.3572176666666664,1.2653420164766864,1.3313,1.433077,1.283252,1.185142
2020/06,1.3165063333333331,1.2751838333333334,1.2645925082383433,1.185142,1.3313,1.433077,1.263843
2020/07,1.260095,1.2488521666666665,1.2227382541191716,1.263843,1.185142,1.3313,1.180884
2020/08,1.2099563333333334,1.2092466666666668,1.1325306270595858,1.180884,1.263843,1.185142,1.042323
2020/09,1.1623500000000002,1.12543,1.077716813529793,1.042323,1.180884,1.263843,1.022903
2020/10,1.0820366666666668,1.0557065,1.0603759067648966,1.022903,1.042323,1.180884,1.043035
2020/11,1.036087,1.0362056666666666,1.0377514533824481,1.043035,1.022903,1.042323,1.015127
2020/12,1.0270216666666665,1.0257256666666665,1.027498226691224,1.015127,1.043035,1.022903,1.017245
